date,year,location,species,type,count
26-Jun,2002,Kogrukluk River,Sockeye,Counted Live,3
26-Jun,2003,Kogrukluk River,Chinook,Counted Live,5
26-Jun,2003,Kogrukluk River,Chum,Counted Live,7
26-Jun,2003,Kogrukluk River,Coho,Counted Live,0
26-Jun,2003,Kogrukluk River,Sockeye,Counted Live,0
26-Jun,2004,Kogrukluk River,Chinook,Counted Live,51
26-Jun,2004,Kogrukluk River,Chum,Counted Live,93
26-Jun,2004,Kogrukluk River,Coho,Counted Live,0
26-Jun,2004,Kogrukluk River,Sockeye,Counted Live,0
26-Jun,2005,Kogrukluk River,Chinook,Counted Live,58
26-Jun,2005,Kogrukluk River,Chum,Counted Live,16
26-Jun,2005,Kogrukluk River,Coho,Counted Live,0
26-Jun,2005,Kogrukluk River,Sockeye,Counted Live,1
26-Jun,2006,Kogrukluk River,Chinook,Estimated,0
26-Jun,2006,Kogrukluk River,Chum,Estimated,0
26-Jun,2006,Kogrukluk River,Coho,Estimated,0
26-Jun,2006,Kogrukluk River,Sockeye,Estimated,0
26-Jun,2007,Kogrukluk River,Chinook,Counted Live,0
26-Jun,2007,Kogrukluk River,Chum,Estimated,0
26-Jun,2007,Kogrukluk River,Coho,Estimated,0
26-Jun,2007,Kogrukluk River,Sockeye,Estimated,0
26-Jun,2008,Kogrukluk River,Chinook,Estimated,0
26-Jun,2008,Kogrukluk River,Chum,Estimated,0
26-Jun,2008,Kogrukluk River,Coho,Estimated,0
26-Jun,2008,Kogrukluk River,Sockeye,Estimated,0
26-Jun,2009,Kogrukluk River,Chinook,Counted Live,0
26-Jun,2009,Kogrukluk River,Chum,Counted Live,10
26-Jun,2009,Kogrukluk River,Coho,Counted Live,0
26-Jun,2009,Kogrukluk River,Sockeye,Counted Live,0
26-Jun,2010,Kogrukluk River,Chinook,Estimated,0
26-Jun,2010,Kogrukluk River,Chum,Estimated,0
26-Jun,2010,Kogrukluk River,Coho,Estimated,0
26-Jun,2010,Kogrukluk River,Sockeye,Estimated,0
