date,year,location,species,type,count
6/19,2018,Salmon River (Aniak),Chinook,Estimated,0
6/19,2018,Salmon River (Aniak),Chum,Estimated,0
6/19,2018,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2006,Salmon River (Aniak),Chinook,Estimated,0
6/20,2006,Salmon River (Aniak),Chum,Estimated,0
6/20,2006,Salmon River (Aniak),Coho,Estimated,0
6/20,2006,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2007,Salmon River (Aniak),Chinook,Counted Live,0
6/20,2007,Salmon River (Aniak),Chum,Counted Live,0
6/20,2007,Salmon River (Aniak),Coho,Counted Live,0
6/20,2007,Salmon River (Aniak),Sockeye,Counted Live,0
6/20,2008,Salmon River (Aniak),Chinook,Estimated,0
6/20,2008,Salmon River (Aniak),Chum,Estimated,0
6/20,2008,Salmon River (Aniak),Coho,Estimated,0
6/20,2008,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2009,Salmon River (Aniak),Chinook,Estimated,0
6/20,2009,Salmon River (Aniak),Chum,Estimated,0
6/20,2009,Salmon River (Aniak),Coho,Estimated,0
6/20,2009,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2012,Salmon River (Aniak),Chum,Estimated,0
6/20,2012,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2013,Salmon River (Aniak),Chinook,Counted Live,0
6/20,2013,Salmon River (Aniak),Chum,Counted Live,0
6/20,2013,Salmon River (Aniak),Coho,Counted Live,0
6/20,2013,Salmon River (Aniak),Sockeye,Counted Live,0
6/20,2014,Salmon River (Aniak),Chinook,Estimated,0
6/20,2014,Salmon River (Aniak),Chum,Estimated,0
6/20,2014,Salmon River (Aniak),Coho,Estimated,0
6/20,2014,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2015,Salmon River (Aniak),Chinook,Counted Live,0
6/20,2015,Salmon River (Aniak),Chum,Counted Live,0
6/20,2015,Salmon River (Aniak),Coho,Counted Live,0
6/20,2015,Salmon River (Aniak),Sockeye,Counted Live,0
6/20,2016,Salmon River (Aniak),Chum,Estimated,0
6/20,2016,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2017,Salmon River (Aniak),Chinook,Estimated,0
6/20,2017,Salmon River (Aniak),Chum,Estimated,0
6/20,2017,Salmon River (Aniak),Sockeye,Estimated,0
6/20,2018,Salmon River (Aniak),Chinook,Estimated,0
6/20,2018,Salmon River (Aniak),Chum,Estimated,0
6/20,2018,Salmon River (Aniak),Sockeye,Estimated,0
6/21,2006,Salmon River (Aniak),Chinook,Counted Live,0
6/21,2006,Salmon River (Aniak),Chum,Counted Live,0
6/21,2006,Salmon River (Aniak),Coho,Counted Live,0
6/21,2006,Salmon River (Aniak),Sockeye,Counted Live,0
6/21,2007,Salmon River (Aniak),Chinook,Counted Live,0
6/21,2007,Salmon River (Aniak),Chum,Counted Live,0
6/21,2007,Salmon River (Aniak),Coho,Counted Live,0
6/21,2007,Salmon River (Aniak),Sockeye,Counted Live,0
6/21,2008,Salmon River (Aniak),Chinook,Estimated,0
6/21,2008,Salmon River (Aniak),Chum,Estimated,0
6/21,2008,Salmon River (Aniak),Coho,Estimated,0
6/21,2008,Salmon River (Aniak),Sockeye,Estimated,0
6/21,2009,Salmon River (Aniak),Chinook,Estimated,0
6/21,2009,Salmon River (Aniak),Chum,Estimated,0
6/21,2009,Salmon River (Aniak),Coho,Estimated,0
6/21,2009,Salmon River (Aniak),Sockeye,Estimated,0
6/21,2012,Salmon River (Aniak),Chum,Estimated,0
6/21,2012,Salmon River (Aniak),Sockeye,Estimated,0
6/21,2013,Salmon River (Aniak),Chinook,Counted Live,0
6/21,2013,Salmon River (Aniak),Chum,Counted Live,0
6/21,2013,Salmon River (Aniak),Coho,Counted Live,0
6/21,2013,Salmon River (Aniak),Sockeye,Counted Live,0
6/21,2014,Salmon River (Aniak),Chinook,Estimated,0
6/21,2014,Salmon River (Aniak),Chum,Estimated,0
6/21,2014,Salmon River (Aniak),Coho,Estimated,0
6/21,2014,Salmon River (Aniak),Sockeye,Estimated,0
6/21,2015,Salmon River (Aniak),Chinook,Counted Live,1
6/21,2015,Salmon River (Aniak),Chum,Counted Live,0
6/21,2015,Salmon River (Aniak),Coho,Counted Live,0
6/21,2015,Salmon River (Aniak),Sockeye,Counted Live,0
6/21,2016,Salmon River (Aniak),Chinook,Counted Live,0
6/21,2016,Salmon River (Aniak),Chum,Counted Live,0
6/21,2016,Salmon River (Aniak),Coho,Counted Live,0
6/21,2016,Salmon River (Aniak),Sockeye,Counted Live,0
6/21,2017,Salmon River (Aniak),Chinook,Estimated,0
6/21,2017,Salmon River (Aniak),Chum,Estimated,0
6/21,2017,Salmon River (Aniak),Sockeye,Estimated,0
6/21,2018,Salmon River (Aniak),Chinook,Estimated,0
6/21,2018,Salmon River (Aniak),Chum,Estimated,0
6/21,2018,Salmon River (Aniak),Sockeye,Estimated,0
6/22,2006,Salmon River (Aniak),Chinook,Counted Live,0
6/22,2006,Salmon River (Aniak),Chum,Counted Live,0
6/22,2006,Salmon River (Aniak),Coho,Counted Live,0
6/22,2006,Salmon River (Aniak),Sockeye,Counted Live,0
6/22,2007,Salmon River (Aniak),Chinook,Counted Live,0
6/22,2007,Salmon River (Aniak),Chum,Counted Live,0
6/22,2007,Salmon River (Aniak),Coho,Counted Live,0
6/22,2007,Salmon River (Aniak),Sockeye,Counted Live,0
6/22,2008,Salmon River (Aniak),Chinook,Estimated,0
6/22,2008,Salmon River (Aniak),Chum,Estimated,0
6/22,2008,Salmon River (Aniak),Coho,Estimated,0
6/22,2008,Salmon River (Aniak),Sockeye,Estimated,0
6/22,2009,Salmon River (Aniak),Chinook,Estimated,0
6/22,2009,Salmon River (Aniak),Chum,Estimated,0
6/22,2009,Salmon River (Aniak),Coho,Estimated,0
6/22,2009,Salmon River (Aniak),Sockeye,Estimated,0
6/22,2012,Salmon River (Aniak),Chum,Estimated,0
6/22,2012,Salmon River (Aniak),Sockeye,Estimated,0
6/22,2013,Salmon River (Aniak),Chinook,Counted Live,0
6/22,2013,Salmon River (Aniak),Chum,Counted Live,0
6/22,2013,Salmon River (Aniak),Coho,Counted Live,0
6/22,2013,Salmon River (Aniak),Sockeye,Counted Live,0
6/22,2014,Salmon River (Aniak),Chinook,Estimated,0
6/22,2014,Salmon River (Aniak),Chum,Estimated,0
6/22,2014,Salmon River (Aniak),Coho,Estimated,0
6/22,2014,Salmon River (Aniak),Sockeye,Estimated,0
6/22,2015,Salmon River (Aniak),Chinook,Counted Live,1
6/22,2015,Salmon River (Aniak),Chum,Counted Live,0
6/22,2015,Salmon River (Aniak),Coho,Counted Live,0
6/22,2015,Salmon River (Aniak),Sockeye,Counted Live,0
6/22,2016,Salmon River (Aniak),Chinook,Counted Live,0
6/22,2016,Salmon River (Aniak),Chum,Counted Live,0
6/22,2016,Salmon River (Aniak),Coho,Counted Live,0
6/22,2016,Salmon River (Aniak),Sockeye,Counted Live,0
6/22,2017,Salmon River (Aniak),Chinook,Estimated,0
6/22,2017,Salmon River (Aniak),Chum,Estimated,0
6/22,2017,Salmon River (Aniak),Sockeye,Estimated,0
6/22,2018,Salmon River (Aniak),Chinook,Estimated,0
6/22,2018,Salmon River (Aniak),Chum,Estimated,0
6/22,2018,Salmon River (Aniak),Sockeye,Estimated,0
6/23,2006,Salmon River (Aniak),Chinook,Counted Live,2
6/23,2006,Salmon River (Aniak),Chum,Counted Live,0
6/23,2006,Salmon River (Aniak),Coho,Counted Live,0
6/23,2006,Salmon River (Aniak),Sockeye,Counted Live,0
6/23,2007,Salmon River (Aniak),Chinook,Counted Live,0
6/23,2007,Salmon River (Aniak),Chum,Counted Live,0
6/23,2007,Salmon River (Aniak),Coho,Counted Live,0
6/23,2007,Salmon River (Aniak),Sockeye,Counted Live,0
6/23,2008,Salmon River (Aniak),Chinook,Estimated,0
6/23,2008,Salmon River (Aniak),Chum,Estimated,0
6/23,2008,Salmon River (Aniak),Coho,Estimated,0
6/23,2008,Salmon River (Aniak),Sockeye,Estimated,0
6/23,2009,Salmon River (Aniak),Chinook,Estimated,0
6/23,2009,Salmon River (Aniak),Chum,Estimated,0
6/23,2009,Salmon River (Aniak),Coho,Estimated,0
6/23,2009,Salmon River (Aniak),Sockeye,Estimated,0
6/23,2012,Salmon River (Aniak),Chum,Estimated,0
6/23,2012,Salmon River (Aniak),Sockeye,Estimated,0
6/23,2013,Salmon River (Aniak),Chinook,Counted Live,0
6/23,2013,Salmon River (Aniak),Chum,Counted Live,0
6/23,2013,Salmon River (Aniak),Coho,Counted Live,0
6/23,2013,Salmon River (Aniak),Sockeye,Counted Live,0
6/23,2014,Salmon River (Aniak),Chinook,Estimated,0
6/23,2014,Salmon River (Aniak),Chum,Estimated,0
6/23,2014,Salmon River (Aniak),Coho,Estimated,0
6/23,2014,Salmon River (Aniak),Sockeye,Estimated,0
6/23,2015,Salmon River (Aniak),Chinook,Counted Live,0
6/23,2015,Salmon River (Aniak),Chum,Counted Live,2
6/23,2015,Salmon River (Aniak),Coho,Counted Live,0
6/23,2015,Salmon River (Aniak),Sockeye,Counted Live,0
6/23,2016,Salmon River (Aniak),Chinook,Counted Live,0
6/23,2016,Salmon River (Aniak),Chum,Counted Live,0
6/23,2016,Salmon River (Aniak),Coho,Counted Live,0
6/23,2016,Salmon River (Aniak),Sockeye,Counted Live,0
6/23,2017,Salmon River (Aniak),Chinook,Estimated,0
6/23,2017,Salmon River (Aniak),Chum,Estimated,0
6/23,2017,Salmon River (Aniak),Sockeye,Estimated,0
6/23,2018,Salmon River (Aniak),Chinook,Estimated,0
6/23,2018,Salmon River (Aniak),Chum,Estimated,0
6/23,2018,Salmon River (Aniak),Sockeye,Estimated,0
6/24,2006,Salmon River (Aniak),Chinook,Counted Live,1
6/24,2006,Salmon River (Aniak),Chum,Counted Live,2
6/24,2006,Salmon River (Aniak),Coho,Counted Live,0
6/24,2006,Salmon River (Aniak),Sockeye,Counted Live,0
6/24,2007,Salmon River (Aniak),Chinook,Counted Live,0
6/24,2007,Salmon River (Aniak),Chum,Counted Live,0
6/24,2007,Salmon River (Aniak),Coho,Counted Live,0
6/24,2007,Salmon River (Aniak),Sockeye,Counted Live,0
6/24,2008,Salmon River (Aniak),Chinook,Counted Live,0
6/24,2008,Salmon River (Aniak),Chum,Counted Live,0
6/24,2008,Salmon River (Aniak),Coho,Counted Live,0
6/24,2008,Salmon River (Aniak),Sockeye,Counted Live,0
6/24,2009,Salmon River (Aniak),Chinook,Estimated,0
6/24,2009,Salmon River (Aniak),Chum,Estimated,0
6/24,2009,Salmon River (Aniak),Coho,Estimated,0
6/24,2009,Salmon River (Aniak),Sockeye,Estimated,0
6/24,2012,Salmon River (Aniak),Chum,Estimated,0
6/24,2012,Salmon River (Aniak),Sockeye,Estimated,0
6/24,2013,Salmon River (Aniak),Chinook,Counted Live,0
6/24,2013,Salmon River (Aniak),Chum,Counted Live,0
6/24,2013,Salmon River (Aniak),Coho,Counted Live,0
6/24,2013,Salmon River (Aniak),Sockeye,Counted Live,0
6/24,2014,Salmon River (Aniak),Chinook,Estimated,0
6/24,2014,Salmon River (Aniak),Chum,Estimated,0
6/24,2014,Salmon River (Aniak),Coho,Estimated,0
6/24,2014,Salmon River (Aniak),Sockeye,Estimated,0
6/24,2015,Salmon River (Aniak),Chinook,Counted Live,0
6/24,2015,Salmon River (Aniak),Chum,Counted Live,3
6/24,2015,Salmon River (Aniak),Coho,Counted Live,0
6/24,2015,Salmon River (Aniak),Sockeye,Counted Live,0
6/24,2016,Salmon River (Aniak),Chinook,Counted Live,0
6/24,2016,Salmon River (Aniak),Chum,Counted Live,0
6/24,2016,Salmon River (Aniak),Coho,Counted Live,0
6/24,2016,Salmon River (Aniak),Sockeye,Counted Live,0
6/24,2017,Salmon River (Aniak),Chinook,Estimated,0
6/24,2017,Salmon River (Aniak),Chum,Estimated,0
6/24,2017,Salmon River (Aniak),Sockeye,Estimated,0
6/24,2018,Salmon River (Aniak),Chinook,Estimated,0
6/24,2018,Salmon River (Aniak),Chum,Estimated,0
6/24,2018,Salmon River (Aniak),Sockeye,Estimated,0
6/25,2006,Salmon River (Aniak),Chinook,Counted Live,0
6/25,2006,Salmon River (Aniak),Chum,Counted Live,13
6/25,2006,Salmon River (Aniak),Coho,Counted Live,0
6/25,2006,Salmon River (Aniak),Sockeye,Counted Live,0
6/25,2007,Salmon River (Aniak),Chinook,Counted Live,0
6/25,2007,Salmon River (Aniak),Chum,Counted Live,0
6/25,2007,Salmon River (Aniak),Coho,Counted Live,0
6/25,2007,Salmon River (Aniak),Sockeye,Counted Live,0
6/25,2008,Salmon River (Aniak),Chinook,Counted Live,0
6/25,2008,Salmon River (Aniak),Chum,Counted Live,0
6/25,2008,Salmon River (Aniak),Coho,Counted Live,0
6/25,2008,Salmon River (Aniak),Sockeye,Counted Live,0
6/25,2009,Salmon River (Aniak),Chinook,Estimated,0
6/25,2009,Salmon River (Aniak),Chum,Estimated,0
6/25,2009,Salmon River (Aniak),Coho,Estimated,0
6/25,2009,Salmon River (Aniak),Sockeye,Estimated,0
6/25,2012,Salmon River (Aniak),Chum,Estimated,0
6/25,2012,Salmon River (Aniak),Sockeye,Estimated,0
6/25,2013,Salmon River (Aniak),Chinook,Counted Live,0
6/25,2013,Salmon River (Aniak),Chum,Counted Live,0
6/25,2013,Salmon River (Aniak),Coho,Counted Live,0
6/25,2013,Salmon River (Aniak),Sockeye,Counted Live,0
