location,year,date,chinook,chum,sockeye,coho
Akiachak,1989,4/30/2014,12,0,0,0
Akiachak,1989,6/1/2014,8,5,4,0
Akiachak,1989,6/2/2014,10,1,0,0
Akiachak,1989,6/3/2014,10,5,0,0
Akiachak,1989,6/5/2014,4,0,1,0
Akiachak,1989,6/6/2014,4,0,2,0
Akiachak,1989,6/7/2014,21,16,15,0
Akiachak,1989,6/8/2014,38,30,12,0
Akiachak,1989,6/9/2014,8,18,1,0
Akiachak,1989,6/10/2014,19,17,4,0
Akiachak,1989,6/12/2014,29,0,2,0
Akiachak,1989,6/13/2014,79,70,14,0
Akiachak,1989,6/14/2014,52,11,1,0
Akiachak,1989,6/15/2014,41,10,11,0
Akiachak,1989,6/16/2014,112,9,2,0
Akiachak,1989,6/17/2014,25,0,0,0
Akiachak,1989,6/18/2014,20,8,2,0
Akiachak,1989,6/19/2014,35,13,18,0
Akiachak,1989,6/20/2014,6,6,21,0
Akiachak,1989,6/21/2014,68,75,13,0
Akiachak,1989,6/22/2014,40,12,5,0
Akiachak,1989,6/23/2014,18,35,27,0
Akiachak,1989,6/24/2014,3,38,12,0
Akiachak,1989,6/25/2014,8,19,14,0
Akiachak,1989,6/26/2014,0,20,6,0
Akiachak,1989,6/27/2014,26,248,50,0
Akiachak,1989,6/28/2014,10,139,31,0
Akiachak,1989,6/29/2014,9,40,1,0
Akiachak,1989,7/1/2014,3,40,0,0
Akiachak,1989,7/3/2014,0,0,25,0
Akiachak,1989,7/4/2014,2,49,0,0
Akiachak,1989,7/5/2014,0,50,0,0
Akiachak,1989,7/6/2014,3,9,2,0
Akiachak,1989,7/9/2014,0,6,0,0
Akiachak,1989,7/10/2014,0,1,0,0
Akiachak,1989,7/14/2014,19,5,2,0
Akiachak,1989,7/15/2014,22,10,1,0
Akiachak,1989,7/16/2014,6,17,3,0
Akiachak,1989,7/17/2014,0,2,0,0
Akiachak,1989,7/19/2014,1,10,0,0
Akiachak,1989,7/27/2014,16,0,0,0
Akiachak,1989,7/28/2014,24,0,0,14
Akiachak,1989,7/29/2014,9,4,0,17
Akiachak,1989,8/5/2014,0,0,0,30
Akiachak,1990,6/4/2014,9,0,1,0
Akiachak,1990,6/5/2014,12,0,0,0
Akiachak,1990,6/6/2014,11,0,0,0
Akiachak,1990,6/7/2014,12,0,0,0
Akiachak,1990,6/8/2014,3,0,0,0
Akiachak,1990,6/9/2014,11,3,0,0
Akiachak,1990,6/10/2014,31,2,0,0
Akiachak,1990,6/11/2014,43,1,5,0
Akiachak,1990,6/12/2014,76,2,4,0
Akiachak,1990,6/13/2014,32,0,4,0
Akiachak,1990,6/14/2014,11,2,2,0
Akiachak,1990,6/15/2014,56,2,6,0
Akiachak,1990,6/16/2014,31,0,0,0
Akiachak,1990,6/18/2014,7,2,17,0
Akiachak,1990,6/19/2014,66,25,11,0
Akiachak,1990,6/20/2014,13,4,0,0
Akiachak,1990,6/21/2014,33,29,12,0
Akiachak,1990,6/22/2014,20,0,4,0
Akiachak,1990,6/23/2014,49,71,15,0
Akiachak,1990,6/24/2014,14,9,2,0
Akiachak,1990,6/25/2014,8,22,15,0
Akiachak,1990,6/27/2014,1,9,10,0
Akiachak,1990,6/28/2014,1,9,13,0
Akiachak,1990,7/1/2014,1,9,5,0
Akiachak,1990,7/3/2014,0,12,9,0
Akiachak,1990,7/6/2014,3,11,14,0
Akiachak,1990,7/8/2014,0,4,2,0
Akiachak,1990,7/9/2014,0,4,0,0
Akiachak,1990,7/12/2014,3,15,3,0
Akiachak,1990,7/19/2014,3,54,7,1
Akiachak,1990,7/24/2014,1,6,4,6
Akiachak,1990,7/25/2014,0,7,3,11
Akiachak,1990,8/2/2014,0,0,0,2
Akiachak,1991,5/1/2014,41,0,0,0
Akiachak,1991,6/1/2014,18,0,0,0
Akiachak,1991,6/2/2014,28,1,0,0
Akiachak,1991,6/3/2014,17,0,0,0
Akiachak,1991,6/4/2014,38,0,0,0
Akiachak,1991,6/5/2014,39,0,0,0
Akiachak,1991,6/6/2014,30,1,0,0
Akiachak,1991,6/7/2014,21,0,0,0
Akiachak,1991,6/8/2014,75,6,0,0
Akiachak,1991,6/9/2014,8,3,0,0
Akiachak,1991,6/10/2014,25,1,1,0
Akiachak,1991,6/11/2014,59,11,3,0
Akiachak,1991,6/12/2014,3,1,0,0
Akiachak,1991,6/13/2014,49,9,6,0
Akiachak,1991,6/14/2014,9,2,5,0
Akiachak,1991,6/15/2014,12,2,11,0
Akiachak,1991,6/17/2014,60,42,59,0
Akiachak,1991,6/18/2014,100,119,35,0
Akiachak,1991,6/19/2014,39,3,49,0
Akiachak,1991,6/20/2014,2,0,4,0
Akiachak,1991,6/21/2014,10,2,35,0
Akiachak,1991,6/22/2014,9,2,63,0
Akiachak,1991,6/24/2014,26,6,16,0
Akiachak,1991,6/25/2014,13,11,8,0
Akiachak,1991,6/26/2014,9,2,6,0
Akiachak,1991,6/27/2014,11,51,35,0
Akiachak,1991,6/28/2014,21,4,15,0
Akiachak,1991,6/29/2014,15,2,13,0
Akiachak,1991,7/4/2014,0,5,24,0
Akiachak,1991,7/5/2014,0,5,42,0
Akiachak,1991,7/8/2014,1,6,7,0
Akiachak,1991,7/10/2014,0,3,12,0
Akiachak,1991,7/11/2014,0,2,11,0
Akiachak,1991,7/12/2014,0,4,2,0
Akiachak,1991,7/16/2014,0,6,6,0
Akiachak,1991,7/17/2014,1,6,0,0
Akiachak,1991,8/23/2014,0,0,0,17
Akiachak,1991,8/28/2014,0,0,0,28
Akiachak,1992,6/2/2014,0,15,8,0
Akiachak,1992,6/5/2014,5,0,0,0
Akiachak,1992,6/6/2014,9,3,0,0
Akiachak,1992,6/7/2014,3,0,0,0
Akiachak,1992,6/8/2014,13,26,2,0
Akiachak,1992,6/9/2014,10,0,0,0
Akiachak,1992,6/10/2014,45,17,0,0
Akiachak,1992,6/11/2014,40,9,0,0
Akiachak,1992,6/12/2014,40,9,0,0
Akiachak,1992,6/13/2014,47,24,0,0
Akiachak,1992,6/14/2014,5,0,0,0
Akiachak,1992,6/15/2014,14,12,1,0
Akiachak,1992,6/16/2014,43,39,8,1
Akiachak,1992,6/17/2014,16,11,0,0
Akiachak,1992,6/18/2014,12,5,0,0
Akiachak,1992,6/20/2014,24,40,0,0
Akiachak,1992,6/22/2014,0,30,0,0
Akiachak,1992,6/23/2014,8,0,2,0
Akiachak,1992,6/24/2014,4,46,7,0
Akiachak,1992,6/27/2014,6,4,0,0
Akiachak,1992,6/28/2014,3,42,15,0
Akiachak,1992,6/30/2014,18,58,31,0
Akiachak,1992,7/7/2014,2,31,6,0
Akiachak,1992,7/9/2014,1,42,0,0
Akiachak,1992,7/13/2014,0,115,45,0
Akiachak,1992,7/14/2014,2,8,0,0
Akiachak,1992,7/15/2014,9,90,5,0
Akiachak,1992,7/16/2014,3,112,30,0
Akiachak,1992,7/17/2014,1,6,2,0
Akiachak,1992,7/18/2014,3,17,0,0
Akiachak,1992,7/19/2014,0,55,13,0
Akiachak,1992,7/20/2014,2,14,2,1
Akiachak,1992,7/21/2014,7,20,3,2
Akiachak,1992,7/22/2014,0,45,0,9
Akiachak,1992,7/26/2014,0,20,0,22
Akiachak,1992,8/1/2014,0,4,0,5
Akiachak,1992,8/2/2014,0,12,3,17
Akiachak,1992,8/3/2014,0,0,0,30
Akiachak,1992,8/4/2014,0,14,0,0
Akiachak,1992,8/5/2014,0,3,0,25
Akiachak,1992,8/6/2014,0,7,0,14
Akiachak,1992,8/7/2014,0,4,0,20
Akiachak,1992,8/8/2014,0,12,0,14
Akiachak,1992,8/9/2014,0,9,0,12
Akiachak,1992,9/1/2014,0,0,0,4
Akiachak,1993,4/30/2014,62,0,0,0
Akiachak,1993,6/1/2014,19,1,0,0
Akiachak,1993,6/2/2014,14,0,0,0
Akiachak,1993,6/3/2014,8,0,0,0
Akiachak,1993,6/4/2014,34,2,0,0
Akiachak,1993,6/5/2014,61,1,3,0
Akiachak,1993,6/6/2014,35,0,1,0
Akiachak,1993,6/7/2014,80,1,1,0
Akiachak,1993,6/8/2014,117,2,0,0
Akiachak,1993,6/9/2014,137,3,6,0
Akiachak,1993,6/10/2014,115,0,1,0
Akiachak,1993,6/11/2014,86,2,4,0
Akiachak,1993,6/12/2014,119,1,5,0
Akiachak,1993,6/13/2014,41,0,0,0
Akiachak,1993,6/14/2014,135,3,17,0
Akiachak,1993,6/15/2014,96,7,3,0
Akiachak,1993,6/16/2014,63,1,1,0
Akiachak,1993,6/17/2014,18,8,32,0
Akiachak,1993,6/18/2014,117,11,17,0
Akiachak,1993,6/19/2014,153,25,35,0
Akiachak,1993,6/20/2014,16,2,5,0
Akiachak,1993,6/21/2014,128,47,114,0
Akiachak,1993,6/22/2014,68,17,39,0
Akiachak,1993,6/23/2014,16,0,1,0
Akiachak,1993,6/24/2014,39,79,66,0
Akiachak,1993,6/25/2014,16,0,0,0
Akiachak,1993,6/26/2014,61,1,6,0
Akiachak,1993,6/27/2014,19,0,7,0
Akiachak,1993,6/28/2014,23,25,25,0
Akiachak,1993,6/29/2014,46,3,10,0
Akiachak,1993,6/30/2014,21,0,1,0
Akiachak,1993,7/1/2014,9,0,0,0
Akiachak,1993,7/3/2014,13,60,30,0
Akiachak,1993,7/5/2014,0,8,0,0
Akiachak,1993,7/6/2014,0,23,0,0
Akiachak,1993,7/8/2014,0,4,0,0
Akiachak,1993,7/9/2014,5,8,0,0
Akiachak,1993,8/7/2014,0,0,0,20
Akiachak,1994,5/16/2014,1,4,0,0
Akiachak,1994,5/17/2014,5,2,0,0
Akiachak,1994,5/18/2014,7,1,0,0
Akiachak,1994,5/19/2014,0,2,0,0
Akiachak,1994,5/20/2014,1,0,0,0
Akiachak,1994,5/21/2014,1,0,0,0
Akiachak,1994,5/22/2014,3,0,0,0
Akiachak,1994,5/23/2014,7,0,0,0
Akiachak,1994,5/24/2014,5,0,0,0
Akiachak,1994,5/25/2014,9,1,0,0
Akiachak,1994,5/26/2014,13,0,0,0
Akiachak,1994,5/27/2014,12,0,0,0
Akiachak,1994,5/28/2014,4,0,0,0
Akiachak,1994,5/29/2014,2,0,0,0
Akiachak,1994,5/30/2014,19,0,0,0
Akiachak,1994,5/31/2014,14,0,0,0
Akiachak,1994,6/1/2014,31,1,0,0
Akiachak,1994,6/2/2014,17,2,0,0
Akiachak,1994,6/3/2014,10,0,0,0
Akiachak,1994,6/4/2014,29,1,0,0
Akiachak,1994,6/5/2014,7,0,0,0
Akiachak,1994,6/6/2014,68,6,0,0
Akiachak,1994,6/7/2014,75,3,0,0
Akiachak,1994,6/8/2014,115,2,0,0
Akiachak,1994,6/9/2014,66,5,2,0
Akiachak,1994,6/10/2014,60,3,1,0
Akiachak,1994,6/11/2014,66,3,1,0
Akiachak,1994,6/12/2014,53,5,0,0
Akiachak,1994,6/13/2014,116,8,5,0
Akiachak,1994,6/14/2014,101,16,4,0
Akiachak,1994,6/15/2014,109,3,4,0
Akiachak,1994,6/16/2014,3,0,0,0
Akiachak,1994,6/17/2014,4,0,0,0
Akiachak,1994,6/18/2014,44,33,5,0
Akiachak,1994,6/20/2014,57,59,48,0
Akiachak,1994,6/21/2014,5,0,0,0
Akiachak,1994,6/22/2014,3,6,0,0
Akiachak,1994,6/23/2014,1,4,8,0
Akiachak,1994,6/24/2014,1,0,0,0
Akiachak,1994,6/25/2014,0,0,14,0
Akiachak,1994,6/27/2014,1,0,0,0
Akiachak,1994,6/28/2014,7,16,3,0
Akiachak,1994,6/29/2014,0,4,0,0
Akiachak,1994,6/30/2014,5,41,13,0
Akiachak,1994,7/1/2014,2,0,0,0
Akiachak,1994,7/4/2014,1,0,0,0
Akiachak,1994,7/5/2014,1,0,0,0
Akiachak,1994,7/6/2014,1,0,0,0
Akiachak,1994,7/8/2014,2,0,0,0
Akiachak,1994,7/11/2014,3,3,0,0
Akiachak,1994,7/12/2014,5,2,0,0
Akiachak,1994,7/13/2014,6,41,1,0
Akiachak,1994,7/14/2014,7,0,0,0
Akiachak,1994,7/15/2014,8,0,0,0
Akiachak,1994,7/18/2014,1,0,0,0
Akiachak,1994,7/19/2014,2,0,0,0
Akiachak,1994,7/20/2014,3,1,0,0
Akiachak,1994,7/21/2014,8,0,0,0
Akiachak,1994,7/23/2014,0,0,0,2
Akiachak,1994,7/25/2014,2,2,0,8
Akiachak,1994,7/26/2014,3,0,0,0
Akiachak,1994,7/27/2014,4,0,0,0
Akiachak,1994,7/28/2014,1,2,0,0
Akiachak,1994,7/29/2014,3,1,0,0
Akiachak,1994,8/1/2014,1,5,0,0
Akiachak,1994,8/2/2014,1,13,0,0
Akiachak,1994,8/3/2014,1,2,0,0
Akiachak,1994,8/4/2014,1,0,0,0
Akiachak,1994,8/5/2014,1,0,0,0
Akiachak,1994,8/6/2014,0,5,0,0
Akiachak,1994,8/8/2014,3,0,0,0
Akiachak,1994,8/9/2014,4,1,0,0
Akiachak,1994,8/10/2014,5,2,0,0
Akiachak,1994,8/11/2014,9,1,0,0
Akiachak,1994,8/12/2014,10,2,0,34
Akiachak,1994,8/15/2014,8,1,0,0
Akiachak,1994,8/16/2014,7,0,0,20
Akiachak,1994,8/17/2014,1,2,0,0
Akiachak,1994,8/18/2014,2,8,0,0
Akiachak,1994,8/19/2014,1,10,0,0
Akiachak,1994,8/20/2014,0,0,0,15
Akiachak,1994,8/22/2014,6,1,0,0
Akiachak,1994,8/23/2014,0,1,0,0
Akiachak,1994,8/24/2014,0,1,0,0
Akiachak,1994,8/25/2014,0,1,2,0
Akiachak,1994,8/26/2014,0,10,0,0
Akiachak,1994,9/1/2014,0,1,0,0
Akiachak,1994,9/2/2014,0,2,0,0
Akiachak,1994,9/3/2014,0,4,0,0
Akiachak,1994,9/6/2014,0,2,0,0
Akiachak,1994,9/7/2014,0,1,0,0
Akiachak,1994,9/8/2014,0,1,0,0
Akiachak,1994,9/9/2014,0,1,0,0
Akiachak,1994,9/12/2014,0,4,0,0
Akiachak,1994,9/13/2014,0,7,0,0
Akiachak,1994,9/14/2014,0,8,0,0
Akiachak,1994,9/15/2014,0,6,0,0
Akiachak,1994,9/16/2014,0,7,0,0
Akiachak,1994,9/19/2014,0,9,0,0
Akiachak,1994,9/20/2014,0,6,0,0
Akiachak,1994,9/21/2014,0,7,0,0
Akiachak,1994,9/22/2014,0,1,0,0
Akiachak,1994,9/23/2014,0,2,0,0
Akiachak,1994,9/26/2014,0,2,0,0
Akiachak,1994,9/27/2014,0,3,0,0
Akiachak,1994,9/28/2014,0,1,0,0
Akiachak,1994,9/29/2014,0,1,0,0
Akiachak,1994,9/30/2014,0,9,0,0
Akiachak,1995,5/19/2014,1,0,0,0
Akiachak,1995,5/20/2014,2,0,0,0
Akiachak,1995,5/22/2014,2,0,0,0
Akiachak,1995,5/24/2014,1,0,0,0
Akiachak,1995,5/25/2014,9,2,0,0
Akiachak,1995,5/26/2014,9,2,0,0
Akiachak,1995,5/27/2014,14,1,0,0
Akiachak,1995,5/28/2014,3,0,0,0
Akiachak,1995,5/29/2014,11,0,0,0
Akiachak,1995,5/30/2014,11,0,0,0
Akiachak,1995,5/31/2014,13,0,0,0
Akiachak,1995,6/1/2014,31,0,0,0
Akiachak,1995,6/2/2014,17,0,0,0
Akiachak,1995,6/3/2014,42,0,0,0
Akiachak,1995,6/5/2014,36,1,0,0
Akiachak,1995,6/6/2014,24,0,0,0
Akiachak,1995,6/7/2014,84,3,0,0
Akiachak,1995,6/8/2014,29,0,0,0
Akiachak,1995,6/9/2014,107,7,1,0
Akiachak,1995,6/10/2014,48,2,1,0
Akiachak,1995,6/11/2014,41,0,0,0
Akiachak,1995,6/12/2014,10,0,0,0
Akiachak,1995,6/14/2014,36,14,4,0
Akiachak,1995,6/15/2014,45,14,17,0
Akiachak,1995,6/16/2014,41,11,1,0
Akiachak,1995,6/17/2014,60,47,14,0
Akiachak,1995,6/18/2014,19,3,0,0
Akiachak,1995,6/19/2014,17,29,5,0
Akiachak,1995,6/20/2014,33,12,13,0
Akiachak,1995,6/21/2014,54,12,7,0
Akiachak,1995,6/23/2014,11,1,0,0
Akiachak,1995,6/24/2014,20,13,11,0
Akiachak,1995,6/26/2014,37,31,16,0
Akiachak,1995,6/27/2014,5,17,17,0
Akiachak,1995,6/28/2014,21,63,38,0
Akiachak,1995,7/1/2014,5,23,6,0
Akiachak,1995,7/3/2014,3,0,4,0
Akiachak,1995,7/4/2014,0,1,10,0
Akiachak,1995,7/5/2014,4,14,20,0
Akiachak,1995,7/8/2014,2,169,29,0
Akiachak,1995,7/16/2014,0,12,0,4
Akiachak,1995,8/1/2014,0,10,0,30
Akiachak,1995,8/5/2014,0,0,0,6
Akiachak,1995,8/12/2014,0,0,0,7
Akiachak,1995,8/17/2014,0,0,0,25
Akiachak,1995,8/18/2014,0,0,0,3
Akiachak,1995,9/4/2014,0,0,0,3
Akiachak,1996,5/19/2014,2,0,0,0
Akiachak,1996,5/21/2014,4,0,0,0
Akiachak,1996,5/22/2014,2,0,0,0
Akiachak,1996,5/26/2014,7,0,0,0
Akiachak,1996,5/27/2014,7,1,0,0
Akiachak,1996,5/28/2014,24,1,0,0
Akiachak,1996,5/29/2014,31,0,0,0
Akiachak,1996,5/30/2014,35,1,0,0
Akiachak,1996,5/31/2014,45,6,0,0
Akiachak,1996,6/1/2014,19,1,0,0
Akiachak,1996,6/2/2014,4,0,0,0
Akiachak,1996,6/3/2014,28,11,1,0
Akiachak,1996,6/4/2014,16,4,1,0
Akiachak,1996,6/5/2014,38,5,0,0
Akiachak,1996,6/6/2014,21,4,0,0
Akiachak,1996,6/7/2014,31,41,1,0
Akiachak,1996,6/8/2014,48,43,6,0
Akiachak,1996,6/9/2014,21,4,1,0
Akiachak,1996,6/10/2014,23,8,7,0
Akiachak,1996,6/11/2014,81,1,0,0
Akiachak,1996,6/12/2014,46,26,12,0
Akiachak,1996,6/13/2014,61,65,21,0
Akiachak,1996,6/14/2014,30,77,8,0
Akiachak,1996,6/15/2014,34,28,5,0
Akiachak,1996,6/16/2014,14,4,0,0
Akiachak,1996,6/17/2014,19,12,4,0
Akiachak,1996,6/18/2014,46,39,6,0
Akiachak,1996,6/19/2014,16,178,31,0
Akiachak,1996,6/21/2014,3,26,7,0
Akiachak,1996,6/22/2014,8,138,104,0
Akiachak,1996,6/25/2014,0,115,0,0
Akiachak,1996,6/26/2014,0,61,8,0
Akiachak,1996,6/27/2014,5,48,28,0
Akiachak,1996,6/28/2014,1,30,45,0
Akiachak,1996,7/1/2014,0,70,15,0
Akiachak,1997,5/27/2014,5,0,0,0
Akiachak,1997,5/28/2014,4,0,0,0
Akiachak,1997,5/29/2014,8,0,0,0
Akiachak,1997,5/30/2014,9,0,0,0
Akiachak,1997,5/31/2014,14,0,0,0
Akiachak,1997,6/1/2014,10,0,1,0
Akiachak,1997,6/2/2014,38,0,0,0
Akiachak,1997,6/3/2014,23,0,0,0
Akiachak,1997,6/4/2014,21,0,0,0
Akiachak,1997,6/5/2014,22,0,0,0
Akiachak,1997,6/6/2014,53,1,0,0
Akiachak,1997,6/7/2014,49,1,6,0
Akiachak,1997,6/8/2014,6,0,0,0
Akiachak,1997,6/9/2014,93,1,4,0
Akiachak,1997,6/10/2014,63,0,6,0
Akiachak,1997,6/11/2014,99,0,2,0
Akiachak,1997,6/12/2014,86,0,3,0
Akiachak,1997,6/13/2014,74,1,8,0
Akiachak,1997,6/14/2014,116,10,12,0
Akiachak,1997,6/15/2014,20,1,5,0
Akiachak,1997,6/16/2014,53,0,0,0
Akiachak,1997,6/17/2014,129,4,2,0
Akiachak,1997,6/18/2014,163,30,42,0
Akiachak,1997,6/19/2014,73,6,33,0
Akiachak,1997,6/20/2014,43,0,1,0
Akiachak,1997,6/21/2014,35,4,26,0
Akiachak,1997,6/22/2014,33,2,27,0
Akiachak,1997,6/23/2014,33,1,5,0
Akiachak,1997,6/24/2014,33,0,2,0
Akiachak,1997,6/25/2014,12,21,39,0
Akiachak,1997,6/27/2014,29,16,26,0
Akiachak,1997,6/28/2014,0,0,14,0
Akiachak,1997,6/30/2014,10,0,0,0
Akiachak,1997,7/1/2014,40,0,10,0
Akiachak,1997,7/4/2014,30,0,10,0
Akiachak,1997,7/13/2014,10,0,0,0
Akiachak,1997,7/16/2014,10,0,15,0
Akiachak,1997,7/20/2014,0,3,5,0
Akiachak,1997,7/21/2014,0,2,6,0
Akiachak,1997,7/22/2014,0,3,4,0
Akiachak,1997,7/23/2014,0,5,3,0
Akiachak,1997,7/24/2014,0,1,1,0
Akiachak,1997,7/25/2014,0,1,8,0
Akiachak,1997,7/26/2014,0,1,3,0
Akiachak,1998,5/18/2014,5,0,0,0
Akiachak,1998,5/20/2014,4,0,0,0
Akiachak,1998,5/21/2014,6,0,0,0
Akiachak,1998,5/22/2014,5,0,0,0
Akiachak,1998,5/23/2014,3,0,0,0
Akiachak,1998,5/25/2014,8,0,0,0
Akiachak,1998,5/26/2014,10,0,0,0
Akiachak,1998,5/27/2014,20,0,0,0
Akiachak,1998,5/28/2014,18,0,0,0
Akiachak,1998,5/30/2014,8,0,0,0
Akiachak,1998,5/31/2014,2,0,0,0
Akiachak,1998,6/1/2014,5,9,11,0
Akiachak,1998,6/2/2014,23,28,23,0
Akiachak,1998,6/3/2014,25,0,0,0
Akiachak,1998,6/4/2014,19,1,0,0
Akiachak,1998,6/5/2014,62,10,1,0
Akiachak,1998,6/6/2014,14,6,0,0
Akiachak,1998,6/8/2014,11,0,3,0
Akiachak,1998,6/9/2014,51,0,7,0
Akiachak,1998,6/10/2014,62,9,1,0
Akiachak,1998,6/11/2014,57,17,3,0
Akiachak,1998,6/12/2014,58,6,10,0
Akiachak,1998,6/13/2014,120,12,10,0
Akiachak,1998,6/14/2014,40,16,2,0
Akiachak,1998,6/15/2014,89,5,10,0
Akiachak,1998,6/16/2014,144,4,7,0
Akiachak,1998,6/17/2014,64,21,3,0
Akiachak,1998,6/18/2014,47,5,15,0
Akiachak,1998,6/19/2014,68,2,4,0
Akiachak,1998,6/20/2014,20,0,1,0
Akiachak,1998,6/22/2014,52,52,31,0
Akiachak,1998,6/23/2014,5,45,51,0
Akiachak,1998,6/24/2014,46,28,66,0
Akiachak,1998,6/25/2014,47,24,13,0
Akiachak,1998,6/26/2014,24,1,6,0
Akiachak,1998,6/27/2014,71,39,91,0
Akiachak,1998,6/28/2014,5,2,2,0
Akiachak,1998,6/30/2014,40,7,7,0
Akiachak,1998,7/1/2014,24,5,4,0
Akiachak,1998,7/2/2014,7,6,0,0
Akiachak,1998,7/6/2014,3,182,26,0
Akiachak,1998,7/7/2014,2,79,8,0
Akiachak,1999,6/5/2014,3,1,0,0
Akiachak,1999,6/6/2014,14,0,0,0
Akiachak,1999,6/7/2014,23,0,0,0
Akiachak,1999,6/8/2014,22,0,0,0
Akiachak,1999,6/9/2014,40,0,0,0
Akiachak,1999,6/10/2014,29,0,0,0
Akiachak,1999,6/11/2014,13,0,0,0
Akiachak,1999,6/12/2014,6,0,0,0
Akiachak,1999,6/13/2014,5,0,0,0
Akiachak,1999,6/14/2014,24,1,0,0
Akiachak,1999,6/15/2014,31,0,0,0
Akiachak,1999,6/16/2014,14,9,7,0
Akiachak,1999,6/17/2014,43,2,12,0
Akiachak,1999,6/18/2014,27,0,10,0
Akiachak,1999,6/19/2014,37,1,8,0
Akiachak,1999,6/20/2014,5,1,0,0
Akiachak,1999,6/21/2014,65,1,19,0
Akiachak,1999,6/22/2014,40,0,4,0
Akiachak,1999,6/23/2014,11,0,1,0
Akiachak,1999,6/24/2014,51,0,7,0
Akiachak,1999,6/25/2014,22,0,2,0
Akiachak,1999,6/28/2014,13,10,16,0
Akiachak,1999,6/29/2014,6,1,7,0
Akiachak,1999,6/30/2014,10,0,0,0
Akiachak,1999,7/1/2014,9,1,0,0
Akiachak,2000,6/4/2014,4,0,0,0
Akiachak,2000,6/5/2014,4,0,0,0
Akiachak,2000,6/6/2014,12,0,0,0
Akiachak,2000,6/7/2014,9,2,0,0
Akiachak,2000,6/8/2014,12,8,5,0
Akiachak,2000,6/9/2014,30,6,6,0
Akiachak,2000,6/10/2014,30,13,32,0
Akiachak,2000,6/11/2014,23,6,14,0
Akiachak,2000,6/12/2014,75,65,18,0
Akiachak,2000,6/13/2014,65,19,6,0
Akiachak,2000,6/14/2014,18,2,18,0
Akiachak,2000,6/15/2014,9,2,2,0
Akiachak,2000,6/16/2014,65,23,45,0
Akiachak,2000,6/17/2014,42,31,25,0
Akiachak,2000,6/18/2014,8,2,0,0
Akiachak,2000,6/19/2014,28,6,2,0
Akiachak,2000,6/20/2014,55,10,18,0
Akiachak,2000,6/21/2014,14,23,8,0
Akiachak,2000,6/22/2014,28,21,32,0
Akiachak,2000,6/23/2014,40,47,15,0
Akiachak,2000,6/24/2014,31,12,43,0
Akiachak,2000,6/25/2014,0,0,24,0
Akiachak,2000,6/26/2014,3,10,12,0
Akiachak,2000,6/27/2014,5,11,22,1
Akiachak,2000,6/28/2014,12,0,7,0
Akiachak,2000,6/29/2014,0,0,2,0
Akiachak,2000,6/30/2014,1,14,19,0
Akiachak,2000,7/3/2014,2,21,10,0
Akiachak,2000,7/6/2014,2,15,12,0
Akiachak,2000,7/8/2014,2,1,2,0
Akiachak,2000,7/11/2014,2,1,0,0
Akiachak,2000,7/28/2014,0,0,0,35
Akiachak,2001,5/29/2014,2,0,0,0
Akiachak,2001,5/30/2014,3,0,0,0
Akiachak,2001,6/2/2014,8,0,0,0
Akiachak,2001,6/6/2014,71,0,0,0
Akiachak,2001,6/7/2014,60,4,5,0
Akiachak,2001,6/8/2014,106,2,4,0
Akiachak,2001,6/9/2014,79,5,13,0
Akiachak,2001,6/12/2014,23,7,0,0
Akiachak,2001,6/13/2014,154,19,58,0
Akiachak,2001,6/14/2014,112,8,0,0
Akiachak,2001,6/15/2014,59,55,32,0
Akiachak,2001,6/16/2014,78,22,96,0
Akiachak,2001,6/20/2014,58,55,53,0
Akiachak,2001,6/21/2014,32,23,25,0
Akiachak,2001,6/22/2014,32,10,14,0
Akiachak,2001,6/23/2014,68,50,33,0
Akiachak,2001,6/27/2014,25,82,59,0
Akiachak,2001,6/28/2014,23,18,57,0
Akiachak,2001,6/29/2014,4,0,45,0
Akiachak,2001,7/1/2014,0,0,20,0
Akiachak,2001,7/2/2014,0,10,10,0
Akiachak,2001,7/30/2014,0,0,0,12
Akiachak,2001,8/4/2014,0,0,0,40
Akiachak,2002,6/1/2014,1,0,0,0
Akiachak,2002,6/2/2014,4,1,0,0
Akiachak,2002,6/5/2014,14,0,4,0
Akiachak,2002,6/6/2014,80,5,3,0
Akiachak,2002,6/7/2014,67,4,5,0
Akiachak,2002,6/8/2014,61,5,1,0
Akiachak,2002,6/12/2014,183,90,33,0
Akiachak,2002,6/13/2014,121,170,6,0
Akiachak,2002,6/14/2014,72,47,4,0
Akiachak,2002,6/15/2014,65,68,3,0
Akiachak,2002,6/19/2014,162,353,48,0
Akiachak,2002,6/20/2014,71,146,16,0
Akiachak,2002,6/21/2014,63,168,25,0
Akiachak,2002,6/22/2014,32,115,8,0
Akiachak,2002,6/24/2014,11,17,5,0
Akiachak,2002,6/26/2014,56,146,78,0
Akiachak,2002,6/27/2014,29,45,7,0
Akiachak,2002,6/28/2014,4,7,0,0
Akiachak,2002,6/29/2014,6,32,0,0
Akiachak,2002,7/1/2014,6,22,1,0
Akiachak,2002,7/3/2014,5,10,5,0
Akiachak,2002,7/6/2014,7,13,0,0
Akiachak,2002,7/8/2014,5,4,5,0
Akiachak,2002,7/9/2014,1,2,3,0
Akiachak,2002,7/10/2014,0,4,1,0
Akiachak,2002,7/23/2014,1,1,0,2
Akiachak,2002,7/31/2014,0,0,0,2
Akiachak,2003,5/31/2014,13,0,0,0
