location,year,date,chinook,chum,sockeye,coho
Atmautluak,1989,7/26/2014,0,16,4,5
Atmautluak,1990,6/5/2014,7,1,0,0
Atmautluak,1990,6/7/2014,9,0,0,0
Atmautluak,1990,6/9/2014,22,2,0,0
Atmautluak,1990,6/11/2014,18,1,1,0
Atmautluak,1990,6/27/2014,2,0,7,0
Atmautluak,1991,6/3/2014,10,0,0,0
Atmautluak,1991,6/10/2014,19,11,3,0
Atmautluak,1991,6/11/2014,2,0,0,0
Atmautluak,1991,6/12/2014,8,0,0,0
Atmautluak,1991,6/13/2014,67,1,0,0
Atmautluak,1991,6/14/2014,6,0,0,0
Atmautluak,1991,6/15/2014,15,0,0,0
Atmautluak,1991,6/17/2014,11,0,0,0
Atmautluak,1991,6/18/2014,18,5,3,0
Atmautluak,1991,6/19/2014,29,0,4,0
Atmautluak,1991,6/20/2014,7,40,18,0
Atmautluak,1991,6/21/2014,16,1,0,0
Atmautluak,1991,6/22/2014,0,8,10,0
Atmautluak,1991,6/24/2014,7,45,14,0
Atmautluak,1991,6/25/2014,9,1,1,0
Atmautluak,1991,6/28/2014,11,2,1,0
Atmautluak,1991,6/29/2014,18,3,1,0
Atmautluak,1991,7/5/2014,1,17,19,0
Atmautluak,1991,7/6/2014,1,0,0,0
Atmautluak,1991,7/8/2014,2,13,11,0
Atmautluak,1991,8/24/2014,0,0,0,102
Atmautluak,1992,6/6/2014,6,0,0,0
Atmautluak,1992,6/8/2014,20,0,2,0
Atmautluak,1992,6/11/2014,13,9,1,0
Atmautluak,1992,6/12/2014,10,6,1,0
Atmautluak,1992,6/13/2014,40,0,10,0
Atmautluak,1992,6/15/2014,21,30,5,0
Atmautluak,1992,6/24/2014,3,76,11,0
Atmautluak,1992,7/7/2014,4,89,6,0
Atmautluak,1993,6/1/2014,6,0,0,0
Atmautluak,1993,6/3/2014,4,0,0,0
Atmautluak,1993,6/5/2014,29,0,0,0
Atmautluak,1993,6/7/2014,26,3,0,0
Atmautluak,1993,6/8/2014,18,1,0,0
Atmautluak,1993,6/9/2014,26,10,2,0
Atmautluak,1993,6/12/2014,10,20,5,0
Atmautluak,1993,6/18/2014,39,24,19,0
Atmautluak,1993,6/19/2014,50,4,3,0
Atmautluak,1993,6/21/2014,23,54,8,0
Atmautluak,1993,6/23/2014,16,1,0,0
Atmautluak,1993,6/24/2014,22,0,0,0
Atmautluak,1993,7/8/2014,0,24,120,0
Atmautluak,1994,6/5/2014,12,0,0,0
Atmautluak,1994,6/6/2014,16,0,0,0
Atmautluak,1994,6/8/2014,59,0,0,0
Atmautluak,1994,6/9/2014,23,0,0,0
Atmautluak,1994,6/10/2014,24,0,0,0
Atmautluak,1994,6/13/2014,113,2,0,0
Atmautluak,1994,6/14/2014,21,1,0,0
Atmautluak,1994,6/15/2014,27,0,0,0
Atmautluak,1994,6/16/2014,8,20,3,0
Atmautluak,1994,6/17/2014,17,21,15,0
Atmautluak,1994,6/20/2014,13,84,3,0
Atmautluak,1994,6/23/2014,3,74,34,0
Atmautluak,1994,6/27/2014,2,10,5,0
Atmautluak,1994,6/29/2014,15,2,9,0
Atmautluak,1994,6/30/2014,50,10,0,0
Atmautluak,1994,7/1/2014,1,100,8,0
Atmautluak,1994,8/23/2014,0,0,0,86
Atmautluak,1995,6/5/2014,17,3,0,0
Atmautluak,1995,6/6/2014,12,0,0,0
Atmautluak,1995,6/8/2014,27,3,2,0
Atmautluak,1995,6/12/2014,90,21,0,0
Atmautluak,1995,6/15/2014,98,23,0,0
Atmautluak,1995,6/16/2014,22,0,0,0
Atmautluak,1995,6/19/2014,18,0,0,0
Atmautluak,1995,6/20/2014,11,0,0,0
Atmautluak,1995,6/21/2014,24,2,4,0
Atmautluak,1995,6/23/2014,8,1,4,0
Atmautluak,1995,6/24/2014,2,96,5,0
Atmautluak,1995,6/27/2014,0,17,1,0
Atmautluak,1995,6/30/2014,1,29,4,0
Atmautluak,1996,5/29/2014,11,0,0,0
Atmautluak,1996,6/1/2014,7,0,0,0
Atmautluak,1996,6/6/2014,38,0,0,0
Atmautluak,1996,6/10/2014,12,4,0,0
Atmautluak,1996,6/11/2014,32,206,16,0
Atmautluak,1996,6/12/2014,66,22,40,0
Atmautluak,1996,6/14/2014,19,9,3,0
Atmautluak,1996,6/18/2014,5,69,17,0
Atmautluak,1996,6/24/2014,22,17,0,0
Atmautluak,1996,6/25/2014,0,23,12,0
Atmautluak,1996,6/27/2014,20,116,27,0
Atmautluak,1996,7/18/2014,0,0,0,14
Atmautluak,1997,5/31/2014,2,0,0,0
Atmautluak,1997,6/2/2014,11,0,0,0
Atmautluak,1997,6/4/2014,14,1,1,0
Atmautluak,1997,6/7/2014,7,1,0,0
Atmautluak,1997,6/9/2014,57,2,1,0
Atmautluak,1997,6/10/2014,34,8,14,0
Atmautluak,1997,6/11/2014,44,2,3,0
Atmautluak,1997,6/12/2014,63,32,24,0
Atmautluak,1997,6/13/2014,9,1,6,0
Atmautluak,1997,6/14/2014,24,2,1,0
Atmautluak,1997,6/16/2014,56,7,17,0
Atmautluak,1997,6/17/2014,28,12,33,0
Atmautluak,1997,6/18/2014,65,13,11,0
Atmautluak,1997,6/19/2014,18,2,0,0
Atmautluak,1997,6/20/2014,30,49,32,0
Atmautluak,1997,6/21/2014,88,50,53,0
Atmautluak,1997,6/24/2014,87,70,32,0
Atmautluak,1997,6/26/2014,0,10,2,0
Atmautluak,1997,6/28/2014,16,15,1,0
Atmautluak,1997,8/22/2014,0,0,0,18
Atmautluak,1998,6/11/2014,24,26,4,0
Atmautluak,1998,6/12/2014,16,1,0,0
Atmautluak,1998,6/13/2014,89,19,14,0
Atmautluak,1998,6/17/2014,22,1,2,0
Atmautluak,1998,6/20/2014,20,31,6,0
Atmautluak,1998,6/22/2014,46,4,2,0
Atmautluak,1998,6/25/2014,13,4,1,0
Atmautluak,1998,6/26/2014,1,28,10,0
Atmautluak,1998,7/29/2014,0,7,8,34
Atmautluak,1999,6/8/2014,6,15,1,0
Atmautluak,1999,6/9/2014,4,5,0,0
Atmautluak,1999,6/11/2014,10,5,8,0
Atmautluak,1999,6/14/2014,11,14,1,0
Atmautluak,1999,6/15/2014,29,21,21,0
Atmautluak,1999,6/18/2014,28,27,35,0
Atmautluak,1999,6/19/2014,6,1,1,0
Atmautluak,1999,6/22/2014,79,11,21,0
Atmautluak,1999,6/23/2014,39,8,26,0
Atmautluak,1999,6/24/2014,23,2,7,0
Atmautluak,1999,6/25/2014,43,1,10,0
Atmautluak,1999,6/26/2014,16,0,0,0
Atmautluak,1999,7/1/2014,1,12,17,0
Atmautluak,1999,7/5/2014,10,1,4,0
Atmautluak,1999,7/6/2014,28,223,114,0
Atmautluak,1999,7/9/2014,4,0,0,0
Atmautluak,1999,7/12/2014,17,34,0,0
Atmautluak,1999,7/22/2014,0,60,0,0
Atmautluak,2000,6/8/2014,13,61,0,0
Atmautluak,2000,6/14/2014,14,1,1,0
Atmautluak,2000,6/16/2014,10,6,4,0
Atmautluak,2000,6/19/2014,33,81,42,0
Atmautluak,2000,6/21/2014,5,35,0,0
Atmautluak,2000,6/22/2014,10,18,28,0
Atmautluak,2000,6/23/2014,13,35,30,0
Atmautluak,2000,6/24/2014,4,16,0,0
Atmautluak,2000,6/26/2014,5,1,27,0
Atmautluak,2000,6/28/2014,0,0,15,0
Atmautluak,2000,6/30/2014,25,55,37,0
Atmautluak,2000,7/1/2014,0,0,10,0
Atmautluak,2001,6/6/2014,10,0,0,0
Atmautluak,2001,6/7/2014,5,2,5,0
Atmautluak,2001,6/9/2014,37,17,35,0
Atmautluak,2001,6/13/2014,42,15,27,0
Atmautluak,2001,6/14/2014,16,25,25,0
Atmautluak,2001,6/20/2014,13,11,42,0
Atmautluak,2001,6/21/2014,12,17,22,0
Atmautluak,2001,6/23/2014,6,53,40,0
Atmautluak,2001,6/27/2014,5,70,5,0
Atmautluak,2001,7/13/2014,5,10,0,0
Atmautluak,2001,7/18/2014,6,3,0,0
Atmautluak,2001,7/25/2014,0,2,0,15
Atmautluak,2001,7/26/2014,9,76,5,0
Atmautluak,2002,6/11/2014,22,19,15,0
Atmautluak,2002,6/12/2014,25,38,25,0
Atmautluak,2002,6/13/2014,10,18,10,0
Atmautluak,2002,6/14/2014,30,6,0,0
Atmautluak,2002,6/15/2014,50,75,15,0
Atmautluak,2002,6/18/2014,40,0,0,0
Atmautluak,2002,6/19/2014,8,157,38,0
Atmautluak,2002,6/22/2014,27,38,16,0
Atmautluak,2002,6/29/2014,1,8,9,0
Atmautluak,2003,6/11/2014,19,3,4,0
Atmautluak,2003,6/13/2014,36,9,13,0
Atmautluak,2003,6/14/2014,15,35,0,0
Atmautluak,2003,6/18/2014,5,11,13,0
Atmautluak,2003,6/26/2014,7,50,15,0
Atmautluak,2003,6/28/2014,22,102,58,0
Atmautluak,2003,7/11/2014,1,3,32,0
Atmautluak,2004,6/11/2014,16,4,2,0
Atmautluak,2004,6/12/2014,17,14,1,0
Atmautluak,2004,6/14/2014,11,3,11,0
Atmautluak,2004,6/15/2014,13,6,18,0
Atmautluak,2004,6/16/2014,34,14,6,0
Atmautluak,2004,6/17/2014,11,5,1,0
Atmautluak,2004,6/19/2014,34,30,8,0
Atmautluak,2004,6/20/2014,12,7,11,0
Atmautluak,2004,6/21/2014,34,14,2,0
Atmautluak,2004,6/22/2014,1,17,35,0
Atmautluak,2004,6/25/2014,14,5,0,0
Atmautluak,2004,6/27/2014,40,2,0,0
Atmautluak,2004,6/28/2014,19,17,2,0
Atmautluak,2008,6/21/2014,11,44,11,0
Atmautluak,2008,6/23/2014,12,32,11,0
Atmautluak,2008,6/26/2014,10,41,8,0
Atmautluak,2009,6/8/2014,15,0,0,0
Atmautluak,2009,6/9/2014,31,0,0,0
Atmautluak,2009,6/10/2014,15,0,1,0
Atmautluak,2009,6/11/2014,32,0,2,0
Atmautluak,2009,6/13/2014,43,8,4,0
Atmautluak,2009,6/14/2014,28,9,7,0
Atmautluak,2009,6/15/2014,74,7,0,0
Atmautluak,2009,6/18/2014,4,0,0,0
Atmautluak,2009,6/24/2014,16,77,70,0
Atmautluak,2009,6/27/2014,16,4,5,0
Atmautluak,2010,6/11/2014,8,0,4,0
Atmautluak,2010,6/12/2014,10,1,0,0
Atmautluak,2010,6/14/2014,4,0,6,0
Atmautluak,2010,6/18/2014,22,16,4,0
Atmautluak,2010,6/19/2014,97,102,78,0
Atmautluak,2010,6/21/2014,11,4,10,0
Atmautluak,2010,6/22/2014,35,85,16,11
Atmautluak,2010,6/23/2014,14,4,1,0
Atmautluak,2010,6/24/2014,5,88,8,0
Atmautluak,2010,6/26/2014,10,259,23,4
Atmautluak,2010,6/27/2014,4,122,29,0
Atmautluak,2010,6/29/2014,5,295,45,0
Atmautluak,2010,6/30/2014,6,82,14,0
Atmautluak,2010,7/6/2014,1,24,0,0
Atmautluak,2010,7/16/2014,0,27,15,0
Atmautluak,2010,8/18/2014,0,0,0,32
Atmautluak,2011,6/4/2014,2,0,0,0
Atmautluak,2011,6/7/2014,8,0,0,0
Atmautluak,2011,6/10/2014,3,1,0,0
Atmautluak,2011,6/11/2014,33,3,4,0
Atmautluak,2011,6/12/2014,10,0,0,0
Atmautluak,2011,6/13/2014,40,1,2,0
Atmautluak,2011,6/14/2014,49,11,6,0
Atmautluak,2011,6/15/2014,55,21,33,0
Atmautluak,2011,6/18/2014,11,8,3,0
Atmautluak,2011,6/20/2014,105,7,8,6
Atmautluak,2011,6/21/2014,34,56,38,0
Atmautluak,2011,6/22/2014,28,73,8,0
Atmautluak,2011,6/27/2014,8,60,24,0
Atmautluak,2011,6/29/2014,5,98,46,0
Atmautluak,2011,7/1/2014,0,74,9,0
Atmautluak,2011,7/5/2014,0,110,10,0
Atmautluak,2011,7/10/2014,0,3,0,0
Atmautluak,2011,7/13/2014,2,0,3,0
Atmautluak,2011,8/10/2014,0,0,0,85
Atmautluak,2011,8/11/2014,0,1,0,48
Atmautluak,2011,8/22/2014,12,12,2,0
Atmautluak,2011,8/29/2014,0,0,0,10
Atmautluak,2012,6/12/2014,3,7,3,9
Atmautluak,2012,6/15/2014,4,9,6,9
Atmautluak,2012,6/25/2014,0,47,20,0
Atmautluak,2012,6/26/2014,11,56,36,0
Atmautluak,2012,6/27/2014,4,6,47,0
Atmautluak,2012,6/28/2014,4,40,28,0
Atmautluak,2012,7/14/2014,1,34,12,0
Atmautluak,2012,7/24/2014,0,1,0,0
Atmautluak,2012,7/27/2014,0,1,0,0
Atmautluak,2012,8/3/2014,0,1,0,0
Atmautluak,2012,8/5/2014,0,0,0,15
Atmautluak,2013,6/1/2014,5,120,89,0
Atmautluak,2013,6/4/2014,3,6,0,0
Atmautluak,2013,6/7/2014,4,5,8,2
Atmautluak,2013,6/10/2014,12,1,0,0
Atmautluak,2013,6/11/2014,16,1,4,9
Atmautluak,2013,6/13/2014,16,2,1,0
Atmautluak,2013,6/14/2014,48,26,17,0
Atmautluak,2013,6/15/2014,55,26,26,0
Atmautluak,2013,6/16/2014,35,102,32,0
Atmautluak,2013,6/17/2014,68,52,15,0
Atmautluak,2013,6/18/2014,20,0,0,0
Atmautluak,2013,6/19/2014,43,68,37,0
Atmautluak,2013,6/20/2014,31,86,54,0
Atmautluak,2013,6/21/2014,29,85,16,0
Atmautluak,2013,6/24/2014,5,63,29,0
Atmautluak,2013,6/25/2014,16,107,33,0
Atmautluak,2013,6/26/2014,5,180,10,0
Atmautluak,2013,6/27/2014,11,7,14,0
Atmautluak,2013,6/28/2014,0,40,30,0
Atmautluak,2013,7/1/2014,5,120,80,0
Atmautluak,2013,7/3/2014,3,40,0,0
Atmautluak,2013,7/4/2014,0,22,0,0
Atmautluak,2013,7/10/2014,2,60,0,0
Atmautluak,2013,7/13/2014,0,49,1,0
Atmautluak,2013,7/16/2014,0,19,1,0
Atmautluak,2013,7/24/2014,0,1,0,0
Atmautluak,2013,8/5/2014,0,0,0,25
Bethel,1989,5/22/2014,8,0,0,0
Bethel,1989,5/26/2014,4,0,0,0
Bethel,1989,5/28/2014,1,1,0,0
Bethel,1989,5/29/2014,4,0,0,0
Bethel,1989,5/31/2014,6,1,0,0
Bethel,1989,6/1/2014,13,1,0,0
Bethel,1989,6/2/2014,22,0,0,0
Bethel,1989,6/3/2014,33,0,0,0
Bethel,1989,6/4/2014,26,0,0,0
Bethel,1989,6/5/2014,45,3,0,0
Bethel,1989,6/6/2014,85,9,0,0
Bethel,1989,6/7/2014,151,17,1,0
Bethel,1989,6/8/2014,214,17,0,0
Bethel,1989,6/9/2014,241,32,6,0
Bethel,1989,6/10/2014,245,41,9,0
Bethel,1989,6/11/2014,194,70,10,0
Bethel,1989,6/12/2014,207,75,8,0
Bethel,1989,6/13/2014,152,12,2,0
Bethel,1989,6/14/2014,211,53,12,0
Bethel,1989,6/15/2014,81,17,5,0
Bethel,1989,6/16/2014,175,112,76,0
Bethel,1989,6/17/2014,180,180,42,0
Bethel,1989,6/18/2014,151,72,18,0
Bethel,1989,6/19/2014,17,4,0,0
Bethel,1989,6/20/2014,106,89,28,0
Bethel,1989,6/21/2014,147,79,21,0
Bethel,1989,6/22/2014,76,210,21,0
Bethel,1989,6/23/2014,31,68,32,0
Bethel,1989,6/24/2014,143,204,20,0
Bethel,1989,6/25/2014,22,60,11,0
Bethel,1989,6/26/2014,30,20,50,0
Bethel,1989,6/27/2014,63,368,78,0
Bethel,1989,6/28/2014,73,145,35,0
Bethel,1989,6/29/2014,20,173,39,0
Bethel,1989,6/30/2014,20,10,13,0
Bethel,1989,7/1/2014,7,110,9,0
Bethel,1989,7/2/2014,36,27,17,0
Bethel,1989,7/3/2014,0,2,0,0
Bethel,1989,7/4/2014,20,30,10,0
Bethel,1989,7/5/2014,7,1,18,0
Bethel,1989,7/6/2014,12,203,6,0
Bethel,1989,7/7/2014,2,80,2,0
Bethel,1989,7/8/2014,1,2,0,0
Bethel,1989,7/9/2014,3,3,0,0
Bethel,1989,7/10/2014,5,20,16,0
Bethel,1989,7/11/2014,3,40,2,0
Bethel,1989,7/12/2014,5,13,5,0
Bethel,1989,7/13/2014,2,31,3,0
Bethel,1989,7/14/2014,0,25,0,0
Bethel,1989,7/15/2014,4,3,4,0
Bethel,1989,7/17/2014,2,15,0,10
Bethel,1989,7/18/2014,5,10,5,0
Bethel,1989,7/19/2014,3,50,7,22
Bethel,1989,7/20/2014,0,5,0,1
Bethel,1989,7/21/2014,1,44,0,14
Bethel,1989,7/22/2014,0,33,1,34
Bethel,1989,7/23/2014,1,5,0,31
Bethel,1989,7/24/2014,0,10,4,40
Bethel,1989,7/25/2014,0,6,0,17
Bethel,1989,7/26/2014,0,1,0,22
Bethel,1989,7/27/2014,0,1,0,0
Bethel,1989,7/28/2014,0,0,0,80
Bethel,1989,7/29/2014,0,1,0,31
Bethel,1989,7/31/2014,0,0,0,10
Bethel,1989,8/1/2014,1,10,0,60
Bethel,1989,8/2/2014,0,4,0,84
Bethel,1989,8/3/2014,0,5,0,70
Bethel,1989,8/4/2014,0,1,0,18
Bethel,1989,8/5/2014,0,0,0,80
Bethel,1989,8/6/2014,0,2,0,74
Bethel,1989,8/7/2014,2,5,1,20
Bethel,1989,8/8/2014,0,0,0,58
Bethel,1989,8/10/2014,0,0,0,42
Bethel,1989,8/11/2014,0,0,0,15
Bethel,1989,8/12/2014,0,0,0,27
Bethel,1989,8/13/2014,2,2,0,124
Bethel,1989,8/14/2014,2,5,1,72
Bethel,1989,8/16/2014,0,0,0,57
Bethel,1989,8/17/2014,0,0,0,28
Bethel,1989,8/18/2014,0,0,0,19
Bethel,1989,8/19/2014,0,1,0,58
Bethel,1989,8/20/2014,0,1,0,90
Bethel,1989,8/21/2014,0,0,0,69
Bethel,1989,8/22/2014,0,0,0,31
Bethel,1989,8/23/2014,0,0,0,7
Bethel,1989,8/24/2014,0,0,0,18
Bethel,1989,8/25/2014,0,0,0,9
Bethel,1989,8/26/2014,0,0,0,14
Bethel,1989,8/27/2014,0,0,0,2
Bethel,1989,8/28/2014,0,0,0,75
Bethel,1989,8/30/2014,0,0,0,12
Bethel,1989,8/31/2014,0,0,0,29
Bethel,1989,9/2/2014,0,0,0,8
Bethel,1989,9/3/2014,0,0,0,8
Bethel,1989,9/4/2014,0,0,0,53
Bethel,1989,9/5/2014,0,0,0,8
Bethel,1989,9/6/2014,0,0,0,3
Bethel,1989,9/7/2014,0,0,0,12
Bethel,1989,9/8/2014,0,0,0,11
Bethel,1989,9/9/2014,0,0,0,4
Bethel,1989,9/10/2014,0,0,0,2
Bethel,1989,9/12/2014,0,0,0,1
Bethel,1989,9/29/2014,0,0,0,7
Bethel,1989,9/30/2014,0,0,0,10
Bethel,1990,4/30/2014,4,0,0,0
Bethel,1990,5/28/2014,0,0,1,0
Bethel,1990,6/1/2014,5,0,0,0
Bethel,1990,6/2/2014,23,1,0,0
Bethel,1990,6/3/2014,25,0,0,0
Bethel,1990,6/4/2014,26,1,0,0
Bethel,1990,6/5/2014,47,4,1,0
Bethel,1990,6/6/2014,64,6,1,0
Bethel,1990,6/7/2014,90,7,1,0
Bethel,1990,6/8/2014,77,24,0,0
Bethel,1990,6/9/2014,159,18,6,0
Bethel,1990,6/10/2014,148,6,1,0
Bethel,1990,6/11/2014,279,17,14,0
Bethel,1990,6/12/2014,230,16,16,0
Bethel,1990,6/13/2014,214,20,8,0
Bethel,1990,6/14/2014,189,20,26,0
Bethel,1990,6/15/2014,137,52,4,0
Bethel,1990,6/16/2014,173,194,26,0
Bethel,1990,6/17/2014,81,26,17,0
Bethel,1990,6/18/2014,102,19,9,0
Bethel,1990,6/19/2014,51,14,13,0
Bethel,1990,6/20/2014,9,8,7,0
Bethel,1990,6/21/2014,82,98,25,0
Bethel,1990,6/22/2014,82,177,5,0
Bethel,1990,6/23/2014,166,327,96,0
Bethel,1990,6/24/2014,71,19,22,0
Bethel,1990,6/25/2014,6,0,1,0
Bethel,1990,6/26/2014,31,95,13,0
Bethel,1990,6/27/2014,48,128,16,0
Bethel,1990,6/28/2014,62,45,82,0
Bethel,1990,6/30/2014,27,23,9,0
Bethel,1990,7/1/2014,5,179,3,0
Bethel,1990,7/2/2014,3,186,0,0
Bethel,1990,7/3/2014,6,10,6,0
Bethel,1990,7/4/2014,11,18,0,0
Bethel,1990,7/5/2014,14,1,1,0
Bethel,1990,7/6/2014,19,26,12,0
Bethel,1990,7/7/2014,22,88,5,0
Bethel,1990,7/8/2014,4,20,15,0
Bethel,1990,7/9/2014,14,1,0,0
Bethel,1990,7/10/2014,5,5,2,0
Bethel,1990,7/11/2014,2,71,0,0
Bethel,1990,7/12/2014,12,41,0,0
Bethel,1990,7/13/2014,9,94,0,0
Bethel,1990,7/14/2014,6,0,0,0
Bethel,1990,7/15/2014,1,0,1,0
Bethel,1990,7/16/2014,0,10,5,0
Bethel,1990,7/17/2014,4,15,3,0
Bethel,1990,7/18/2014,7,35,2,0
Bethel,1990,7/19/2014,1,1,2,0
Bethel,1990,7/20/2014,0,28,3,2
Bethel,1990,7/21/2014,1,7,3,0
Bethel,1990,7/22/2014,0,7,0,3
Bethel,1990,7/24/2014,0,45,0,0
Bethel,1990,7/27/2014,0,1,0,1
Bethel,1990,7/28/2014,1,10,0,10
Bethel,1990,7/29/2014,0,11,30,13
Bethel,1990,7/30/2014,0,7,26,18
Bethel,1990,7/31/2014,1,0,20,0
Bethel,1990,8/4/2014,1,9,1,181
Bethel,1990,8/5/2014,0,15,2,152
Bethel,1990,8/7/2014,0,0,2,40
Bethel,1990,8/8/2014,0,18,1,57
Bethel,1990,8/9/2014,0,1,0,84
Bethel,1990,8/10/2014,0,24,0,12
Bethel,1990,8/11/2014,0,2,0,97
Bethel,1990,8/12/2014,0,0,0,52
Bethel,1990,8/14/2014,0,4,0,83
Bethel,1990,8/15/2014,0,0,0,51
Bethel,1990,8/16/2014,0,0,0,38
Bethel,1990,8/18/2014,4,4,0,141
Bethel,1990,8/19/2014,0,0,0,133
Bethel,1990,8/21/2014,0,1,0,57
Bethel,1990,8/22/2014,0,0,0,71
Bethel,1990,8/23/2014,0,0,0,105
Bethel,1990,8/24/2014,0,0,0,69
Bethel,1990,8/25/2014,0,0,0,3
Bethel,1990,8/26/2014,0,0,0,58
Bethel,1990,8/28/2014,30,0,1,25
Bethel,1990,8/29/2014,0,1,1,49
Bethel,1990,8/31/2014,0,0,0,46
Bethel,1990,9/1/2014,0,0,0,7
Bethel,1990,9/2/2014,0,0,0,4
Bethel,1990,9/3/2014,0,0,0,4
Bethel,1990,9/4/2014,0,0,0,20
Bethel,1990,9/12/2014,0,6,0,0
Bethel,1990,9/25/2014,1,0,2,2
Bethel,1990,9/26/2014,0,0,5,2
Bethel,1990,9/27/2014,0,0,3,1
Bethel,1990,9/28/2014,0,0,0,1
Bethel,1990,9/29/2014,0,0,0,7
Bethel,1990,9/30/2014,0,0,0,22
Bethel,1991,4/30/2014,5,1,0,0
Bethel,1991,5/17/2014,1,0,1,0
Bethel,1991,5/24/2014,24,0,0,0
Bethel,1991,6/1/2014,57,0,0,0
Bethel,1991,6/2/2014,72,0,0,0
Bethel,1991,6/3/2014,82,0,5,0
Bethel,1991,6/4/2014,105,0,0,0
Bethel,1991,6/5/2014,117,0,1,0
Bethel,1991,6/6/2014,70,1,1,0
Bethel,1991,6/7/2014,130,2,0,0
Bethel,1991,6/8/2014,133,1,3,0
Bethel,1991,6/9/2014,138,3,6,0
Bethel,1991,6/10/2014,165,25,21,0
Bethel,1991,6/11/2014,119,0,9,0
Bethel,1991,6/12/2014,78,3,8,0
Bethel,1991,6/13/2014,80,5,12,0
Bethel,1991,6/14/2014,210,81,33,0
Bethel,1991,6/15/2014,158,31,29,0
Bethel,1991,6/16/2014,110,7,28,0
Bethel,1991,6/17/2014,261,67,103,0
Bethel,1991,6/18/2014,219,46,79,0
Bethel,1991,6/19/2014,150,19,31,0
Bethel,1991,6/20/2014,38,3,33,0
Bethel,1991,6/21/2014,92,30,6,0
Bethel,1991,6/22/2014,125,94,99,0
Bethel,1991,6/23/2014,66,96,44,0
Bethel,1991,6/24/2014,6,6,3,0
Bethel,1991,6/25/2014,22,92,15,0
Bethel,1991,6/26/2014,79,49,61,0
Bethel,1991,6/27/2014,30,4,28,0
Bethel,1991,6/28/2014,51,33,48,0
Bethel,1991,6/29/2014,62,181,48,0
Bethel,1991,6/30/2014,32,45,27,0
Bethel,1991,7/1/2014,1,0,0,0
Bethel,1991,7/2/2014,6,22,31,0
Bethel,1991,7/3/2014,0,7,15,0
Bethel,1991,7/4/2014,12,3,8,0
Bethel,1991,7/5/2014,49,57,40,0
Bethel,1991,7/6/2014,6,20,7,0
Bethel,1991,7/7/2014,11,29,14,0
Bethel,1991,7/8/2014,10,104,4,0
Bethel,1991,7/9/2014,17,123,49,0
Bethel,1991,7/10/2014,2,25,70,0
Bethel,1991,7/11/2014,13,27,22,0
Bethel,1991,7/12/2014,2,53,14,0
Bethel,1991,7/13/2014,2,0,2,0
Bethel,1991,7/14/2014,3,15,14,0
Bethel,1991,7/15/2014,1,83,4,0
Bethel,1991,7/16/2014,1,116,19,0
Bethel,1991,7/17/2014,0,98,12,0
Bethel,1991,7/19/2014,0,102,4,17
Bethel,1991,7/20/2014,0,15,6,5
Bethel,1991,7/21/2014,0,0,3,12
Bethel,1991,7/23/2014,2,34,9,7
Bethel,1991,7/24/2014,1,56,3,12
Bethel,1991,7/25/2014,0,1,2,2
Bethel,1991,7/26/2014,0,20,0,10
Bethel,1991,7/27/2014,0,20,7,10
Bethel,1991,7/28/2014,0,4,2,12
Bethel,1991,7/30/2014,0,2,0,49
Bethel,1991,7/31/2014,0,8,0,69
Bethel,1991,8/2/2014,2,14,0,106
Bethel,1991,8/3/2014,0,0,0,62
Bethel,1991,8/4/2014,1,25,0,245
Bethel,1991,8/5/2014,0,0,0,6
Bethel,1991,8/6/2014,8,3,1,57
Bethel,1991,8/7/2014,3,0,0,12
Bethel,1991,8/8/2014,2,0,0,34
Bethel,1991,8/9/2014,0,0,0,28
Bethel,1991,8/10/2014,0,0,0,65
Bethel,1991,8/11/2014,0,0,4,47
Bethel,1991,8/12/2014,0,0,0,8
Bethel,1991,8/13/2014,0,0,0,35
Bethel,1991,8/14/2014,0,0,0,12
Bethel,1991,8/15/2014,0,0,0,67
Bethel,1991,8/16/2014,0,0,0,61
Bethel,1991,8/17/2014,0,0,0,24
Bethel,1991,8/18/2014,1,1,0,160
Bethel,1991,8/19/2014,0,0,0,15
Bethel,1991,8/20/2014,0,0,0,127
Bethel,1991,8/21/2014,0,0,0,10
Bethel,1991,8/22/2014,0,0,0,41
Bethel,1991,8/23/2014,29,0,0,0
Bethel,1991,8/24/2014,0,0,0,3
Bethel,1991,8/25/2014,0,0,0,74
Bethel,1991,8/27/2014,4,0,0,20
Bethel,1991,8/28/2014,6,0,0,58
Bethel,1991,8/29/2014,0,0,0,20
Bethel,1991,8/31/2014,14,0,0,18
Bethel,1991,9/1/2014,0,1,0,4
Bethel,1991,9/4/2014,0,0,0,5
Bethel,1991,9/9/2014,0,0,0,4
Bethel,1992,4/30/2014,71,6,2,0
Bethel,1992,5/4/2014,4,0,0,0
Bethel,1992,5/24/2014,10,0,0,0
Bethel,1992,6/1/2014,1,0,0,0
Bethel,1992,6/2/2014,2,0,0,0
Bethel,1992,6/3/2014,4,0,0,0
Bethel,1992,6/4/2014,13,1,0,0
Bethel,1992,6/5/2014,22,4,0,0
Bethel,1992,6/6/2014,29,4,0,0
Bethel,1992,6/7/2014,25,0,0,0
Bethel,1992,6/8/2014,78,6,2,0
Bethel,1992,6/9/2014,50,2,2,0
Bethel,1992,6/10/2014,93,7,1,0
Bethel,1992,6/11/2014,219,62,5,0
Bethel,1992,6/12/2014,173,95,3,0
